wetbulb,wetbulb_rolling_14,wetbulb_rolling_14_lag_10,dewpoint,dewpoint_rolling_14,dewpoint_rolling_14_lag_10,tmin,tmin_rolling_14,tmin_rolling_14_lag_10,tavg,tavg_rolling_14,tavg_rolling_14_lag_10,tmax,tmax_rolling_14,tmax_rolling_14_lag_10,species_PIPIENS,species_PIPIENS/RESTUANS,species_RESTUANS,species_SALINARIUS,species_ERRATICUS,species_TARSALIS,species_TERRITANS,ts,ts_rolling_14,ts_rolling_14_lag_7,tsra,tsra_rolling_14,tsra_rolling_14_lag_7,vcts,vcts_rolling_14,vcts_rolling_14_lag_7,ra,ra_rolling_14,ra_rolling_14_lag_7,br,br_rolling_14,br_rolling_14_lag_7,hz,hz_rolling_14,hz_rolling_14_lag_7,preciptotal,preciptotal_rolling_14,preciptotal_rolling_14_lag_7,avgspeed,avgspeed_rolling_14,lat,long,cool,heat,date,wnv
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,1,0,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.919343,-87.694259,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,1,0,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.921965,-87.632085,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.921965,-87.632085,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,1,0,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.688324,-87.676709,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.688324,-87.676709,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.862292,-87.64886,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.720848,-87.666014,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,1,0,0,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.731922,-87.677512,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.731922,-87.677512,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,1,0,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.891126,-87.61156,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.891126,-87.61156,12,0,2007-05-29,0
65,58.285714285714285,53.214285714285715,58,49.857142857142854,42.214285714285715,60,57.642857142857146,51.57142857142857,74,68.5,65.35714285714286,88,78.92857142857143,78.5,0,1,0,0,0,0,0,0,0.0,0.0,0,2.0,1.0,0,0.0,1.0,0,8.0,5.0,1,6.0,1.0,1,4.0,2.0,0.0,0.10857142857142858,0.020714285714285737,6.5,9.557142857142852,41.999128999999996,-87.795585,9,0,2007-05-29,0
65,58.285714285714285,53.214285714285715,58,49.857142857142854,42.214285714285715,60,57.642857142857146,51.57142857142857,74,68.5,65.35714285714286,88,78.92857142857143,78.5,0,1,0,0,0,0,0,0,0.0,0.0,0,2.0,1.0,0,0.0,1.0,0,8.0,5.0,1,6.0,1.0,1,4.0,2.0,0.0,0.10857142857142858,0.020714285714285737,6.5,9.557142857142852,42.01743,-87.68776899999999,9,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.907645,-87.760886,12,0,2007-05-29,0
66,58.857142857142854,54.642857142857146,59,50.92857142857143,43.714285714285715,65,58.0,53.142857142857146,77,68.71428571428571,67.07142857142857,88,79.0,80.42857142857143,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,2.0,0,0.0,1.0,0,8.0,6.0,1,7.0,2.0,1,5.0,3.0,0.0,0.10857142857142858,0.09285714285714287,7.4,9.328571428571424,41.732984,-87.649642,12,0,2007-05-29,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,1,0,0,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.95469,-87.800991,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.95469,-87.800991,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.95469,-87.800991,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.981964000000005,-87.812827,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.944869,-87.832763,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.974089,-87.824812,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.974089,-87.824812,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,42.011601,-87.81150600000001,0,9,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.94983,-87.69845699999999,0,8,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.979243,-87.750938,0,9,2007-06-05,0
51,63.785714285714285,59.642857142857146,48,59.285714285714285,52.714285714285715,47,63.07142857142857,58.857142857142854,56,71.78571428571429,68.71428571428571,64,79.78571428571429,78.14285714285714,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,4.0,0,1.0,0.0,1,9.0,7.0,1,11.0,9.0,0,8.0,8.0,0.42,0.17357142857142857,0.16785714285714287,7.6,8.307142857142853,41.986921,-87.689778,0,9,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.801497999999995,-87.763416,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.906638,-87.701431,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,1,0,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.9216,-87.666455,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.9216,-87.666455,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.9216,-87.666455,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.891118,-87.65449100000001,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,1,0,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.867108,-87.654224,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.867108,-87.654224,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.867108,-87.654224,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.896282,-87.655232,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.919343,-87.694259,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.919343,-87.694259,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.921965,-87.632085,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.688324,-87.676709,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.723195000000004,-87.64997,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.868077,-87.666901,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.868077,-87.666901,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.869215999999994,-87.627561,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.720848,-87.666014,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,1,0,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.731922,-87.677512,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.731922,-87.677512,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.731922,-87.677512,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,1,0,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.662014,-87.72460799999999,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.662014,-87.72460799999999,0,8,2007-06-05,0
52,62.785714285714285,59.857142857142854,47,58.42857142857143,53.285714285714285,51,62.07142857142857,59.0,57,70.35714285714286,68.5,63,78.0,77.57142857142857,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,3.0,0,1.0,0.0,1,10.0,7.0,1,11.0,9.0,0,7.0,7.0,0.27,0.19285714285714287,0.09857142857142857,8.1,8.357142857142852,41.662014,-87.72460799999999,0,8,2007-06-05,0
