date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,bcfg,br,dz,fg,fg+,fu,gr,hz,mifg,ra,sn,sq,ts,tsra,vcfg,vcts
2007-05-21,80,44,62,50,56,3,0,0.0,29.33,30.06,6.3,11,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-22,87,55,71,46,58,0,6,0.0,29.34,30.06,10.0,18,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-23,89,60,75,49,61,0,10,0.0,29.39,30.1,11.4,19,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-24,88,63,76,54,63,0,11,0.02,29.41,30.11,14.9,21,17.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-05-25,70,56,63,44,53,2,0,0.0,29.51,30.24,4.9,5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-26,65,49,57,55,56,8,0,1.01,29.36,30.11,2.8,17,7.2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2007-05-27,75,57,66,47,56,0,1,0.04,29.34,30.06,8.9,26,9.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-05-28,79,50,65,47,56,0,0,0.0,29.43,30.15,4.8,10,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-05-29,88,60,74,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-05-30,87,66,77,58,65,0,12,0.0,29.31,30.04,10.3,19,10.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-05-31,78,65,72,61,65,0,7,0.01,29.28,30.0,9.3,19,9.9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-06-01,85,62,74,63,66,0,9,0.19,29.19,29.91,4.2,17,6.4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2007-06-02,81,65,73,63,67,0,8,0.04,29.03,29.77,6.5,22,7.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-06-03,78,62,70,60,63,0,5,0.01,28.82,29.56,5.2,25,6.7,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2007-06-04,71,58,65,58,60,0,0,0.39,28.82,29.52,7.8,31,9.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-06-05,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-06-06,71,44,58,48,55,7,0,0.01,29.07,29.81,10.8,17,11.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-06-07,91,71,81,62,69,0,16,0.0,28.84,29.55,22.7,20,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-08,81,57,69,53,61,0,4,0.0,29.18,29.85,10.9,28,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-09,79,52,66,47,57,0,1,0.0,29.36,30.07,0.3,33,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-10,81,55,68,51,59,0,3,0.0,29.34,30.05,4.8,17,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-11,86,58,72,52,61,0,7,0.0,29.41,30.11,4.9,11,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-12,83,62,73,50,60,0,8,0.0,29.44,30.16,8.3,5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-13,87,60,74,53,62,0,9,0.0,29.36,30.09,7.2,5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-14,89,64,77,55,64,0,12,0.0,29.3,30.02,5.6,5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-15,91,63,77,56,64,0,12,0.0,29.28,29.99,4.1,6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-16,93,66,80,60,67,0,15,0.0,29.26,29.97,4.8,28,5.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-06-17,91,70,81,64,70,0,16,0.0,29.23,29.95,2.8,11,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-06-18,89,69,79,65,70,0,14,0.28,29.12,29.84,14.0,20,15.1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2007-06-19,80,65,73,55,63,0,8,0.58,29.26,29.95,10.7,28,11.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-06-20,84,61,73,52,61,0,8,0.0,29.39,30.1,7.8,27,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-21,77,61,69,51,60,0,4,0.01,29.36,30.08,3.5,3,10.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-06-22,76,61,69,50,58,0,4,0.0,29.33,30.06,7.8,6,8.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-06-23,67,62,65,58,61,0,0,0.05,29.23,29.96,7.6,12,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-06-24,77,63,70,62,65,0,5,0.0,29.26,29.97,7.0,9,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-06-25,89,65,77,66,70,0,12,0.0,29.38,30.07,3.9,14,6.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-06-26,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2007-06-27,91,71,81,70,72,0,16,0.15,29.29,30.02,7.5,24,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007-06-28,74,58,66,55,60,0,1,0.0,29.41,30.09,11.9,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,70,56,63,55,59,2,0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-30,79,54,67,46,56,0,2,0.0,29.41,30.13,4.9,3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,75,54,65,52,58,0,0,0.0,29.51,30.23,8.6,4,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,79,53,66,50,58,0,1,0.0,29.49,30.22,5.9,14,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-03,83,60,72,57,63,0,7,0.4,29.31,30.06,6.7,21,7.3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-07-04,86,67,77,65,69,0,12,0.16,29.18,29.9,4.6,27,8.2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2007-07-05,89,71,80,60,67,0,15,0.0,29.24,29.94,6.4,31,8.1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2007-07-06,86,66,76,57,64,0,11,0.0,29.32,30.03,3.2,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-07,90,64,77,63,69,0,12,0.0,29.18,29.91,8.4,22,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-08,94,75,85,67,72,0,20,0.0,29.05,29.77,12.9,24,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-09,94,70,82,66,70,0,17,0.3,29.11,29.8,4.9,24,8.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2007-07-10,89,69,79,67,70,0,14,0.43,29.06,29.77,8.6,23,10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2007-07-11,77,62,70,51,59,0,5,0.0,29.23,29.93,8.8,30,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-12,80,61,71,51,59,0,6,0.0,29.22,29.93,9.4,29,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-13,78,58,68,52,58,0,3,0.0,29.26,29.98,1.4,1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-14,84,61,73,55,62,0,8,0.0,29.08,29.79,8.3,26,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-15,82,60,71,53,61,0,6,0.0,29.19,29.89,2.1,29,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-16,82,65,74,60,65,0,9,0.39,29.25,29.96,4.4,24,5.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-07-17,83,68,76,66,69,0,11,0.11,29.18,29.9,5.2,23,6.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2007-07-18,85,69,77,68,71,0,12,1.55,29.11,29.84,9.1,24,10.1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2007-07-19,83,63,73,63,66,0,8,0.16,29.21,29.9,7.0,1,11.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-20,75,58,67,53,59,0,2,0.0,29.44,30.14,8.6,3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-21,74,58,66,52,58,0,1,0.0,29.51,30.22,6.5,3,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-22,81,58,70,55,61,0,5,0.0,29.49,30.21,1.7,16,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-23,83,60,72,55,63,0,7,0.0,29.37,30.1,3.2,9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-24,82,65,74,58,64,0,9,0.0,29.32,30.04,3.1,20,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-25,85,71,78,61,67,0,13,0.0,29.29,30.0,5.8,25,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-26,83,66,75,65,68,0,10,0.19,29.19,29.92,7.2,22,9.4,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2007-07-27,83,70,77,68,70,0,12,0.17,29.11,29.82,3.0,3,7.9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-07-28,80,66,73,65,68,0,8,0.0,29.23,29.93,10.0,3,10.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-07-29,85,63,74,57,64,0,9,0.0,29.28,29.99,4.8,5,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-30,89,62,76,55,64,0,11,0.0,29.33,30.03,3.8,6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,91,68,80,61,68,0,15,0.0,29.33,30.04,3.3,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-01,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-02,91,70,81,66,71,0,16,0.0,29.26,29.97,5.5,26,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-03,90,69,80,56,66,0,15,0.0,29.31,30.02,2.7,3,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-04,81,64,73,58,64,0,8,0.03,29.31,30.03,5.7,8,6.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-08-05,88,67,78,71,73,0,13,1.43,29.08,29.81,5.4,21,9.6,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2007-08-06,88,74,81,72,74,0,16,0.26,29.13,29.83,1.6,10,4.9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2007-08-07,91,72,82,73,76,0,17,1.31,29.06,29.76,6.2,25,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-08-08,87,73,80,71,73,0,15,0.06,29.13,29.83,3.0,3,6.9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-08-09,84,72,78,71,73,0,13,0.05,29.13,29.84,2.5,29,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-08-10,86,70,78,68,72,0,13,0.0,29.26,29.96,4.5,2,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-11,89,67,78,65,70,0,13,0.0,29.31,30.02,3.2,19,3.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-12,88,67,78,67,71,0,13,0.29,29.34,30.06,1.7,6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007-08-13,81,65,73,57,64,0,8,0.0,29.39,30.11,6.2,6,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-14,84,65,75,67,70,0,10,0.41,29.23,29.93,5.9,25,8.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2007-08-15,80,71,76,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-08-16,77,65,71,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-17,79,60,70,54,61,0,5,0.0,29.41,30.1,5.9,32,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-18,68,59,64,54,58,1,0,0.09,29.44,30.16,6.4,12,8.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-08-19,68,62,65,62,64,0,0,1.33,29.24,29.99,6.0,10,7.4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2007-08-20,78,68,73,68,69,0,8,0.91,29.15,29.87,0.5,12,5.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-08-21,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-22,90,69,80,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2007-08-23,87,69,78,69,71,0,13,2.35,29.15,29.87,9.6,21,11.7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2007-08-24,80,69,75,67,69,0,10,0.24,29.11,29.82,5.8,25,7.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-08-25,79,64,72,63,66,0,7,0.34,29.23,29.93,3.0,36,5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-08-26,79,60,70,55,61,0,5,0.0,29.38,30.08,3.6,11,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-27,79,60,70,60,64,0,5,0.0,29.36,30.07,6.5,17,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-28,91,67,79,66,70,0,14,0.0,29.28,29.99,9.0,20,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-29,85,68,77,65,69,0,12,0.0,29.34,30.04,5.6,3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-30,75,57,66,54,60,0,1,0.0,29.47,30.18,9.1,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-31,77,57,67,52,59,0,2,0.0,29.47,30.19,3.9,4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,81,57,69,55,61,0,4,0.0,29.49,30.22,4.2,11,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-02,85,61,73,57,63,0,8,0.0,29.41,30.15,4.2,21,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-03,88,66,77,61,67,0,12,0.0,29.36,30.09,2.0,27,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-04,89,63,76,60,66,0,11,0.0,29.28,30.0,2.8,22,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-05,90,66,78,63,69,0,13,0.0,29.24,29.96,6.4,19,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-09-06,82,73,78,67,70,0,13,0.18,29.21,29.92,11.9,20,12.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-09-07,84,70,77,68,70,0,12,0.19,29.15,29.85,10.4,23,13.9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2007-09-08,78,64,71,57,63,0,6,0.0,29.3,30.0,6.0,5,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-09,80,63,72,59,63,0,7,0.0,29.36,30.06,9.2,3,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-10,74,54,64,58,60,1,0,0.36,29.3,30.04,7.2,2,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-09-11,71,50,61,44,52,4,0,0.0,29.2,29.92,11.7,29,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-12,67,46,57,42,49,8,0,0.0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-13,78,50,64,45,54,1,0,0.0,29.23,29.99,8.3,19,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-14,66,45,56,39,48,9,0,0.0,29.36,30.05,12.1,32,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-15,61,39,50,33,43,15,0,0.0,29.56,30.28,1.4,33,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-16,71,44,58,40,49,7,0,0.0,29.46,30.19,6.8,18,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-17,80,52,66,49,57,0,1,0.0,29.39,30.12,11.7,17,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-18,88,63,76,58,65,0,11,0.0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-19,84,65,75,59,65,0,10,0.0,29.41,30.11,5.0,26,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-20,78,60,69,59,63,0,4,0.0,29.39,30.12,5.3,7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-21,88,64,76,59,66,0,11,0.0,29.18,29.9,10.3,21,12.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-09-22,74,51,63,43,53,2,0,0.0,29.42,30.12,2.6,3,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-23,84,50,67,50,58,0,2,0.0,29.43,30.16,4.6,13,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-24,90,68,79,63,68,0,14,0.0,29.27,29.99,11.4,19,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-25,85,63,74,65,69,0,9,0.27,29.23,29.95,7.9,23,10.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2007-09-26,69,53,61,50,55,4,0,0.09,29.31,30.03,4.3,1,6.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-09-27,75,49,62,49,55,3,0,0.0,29.26,29.97,4.9,24,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-28,73,53,63,46,53,2,0,0.0,29.47,30.17,2.3,4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-29,80,50,65,46,55,0,0,0.0,29.5,30.23,9.5,17,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-30,83,59,71,49,59,0,6,0.14,29.36,30.1,14.4,19,14.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007-10-01,69,59,64,59,61,1,0,0.29,29.28,30.0,6.1,22,8.1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2007-10-02,78,57,68,59,63,0,3,0.09,29.18,29.92,10.8,19,11.1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2007-10-03,74,55,65,48,56,0,0,0.0,29.28,29.98,5.9,26,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-04,82,51,67,56,61,0,2,0.0,29.34,30.04,3.9,17,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-10-05,84,62,73,65,68,0,8,0.0,29.36,30.08,7.0,17,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-10-06,87,69,78,67,70,0,13,0.0,29.33,30.04,6.9,20,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-07,87,67,77,66,70,0,12,0.0,29.31,30.03,5.2,19,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-08,87,60,74,61,66,0,9,0.0,29.23,29.93,7.7,24,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-09,76,49,63,44,53,2,0,0.0,29.21,29.94,11.5,28,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-10,54,47,51,38,44,14,0,0.0,29.21,29.93,15.1,31,15.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-11,54,46,50,39,45,15,0,0.0,29.28,30.01,11.9,36,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-12,56,41,49,35,43,16,0,0.0,29.28,30.02,3.4,35,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-13,59,40,50,41,47,15,0,0.0,29.31,30.04,2.7,20,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-14,61,53,57,49,53,8,0,0.15,29.34,30.06,5.6,11,6.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-15,74,51,63,52,57,2,0,0.07,29.21,29.95,4.1,14,5.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-16,67,52,60,54,57,5,0,0.24,29.16,29.88,6.4,21,7.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-17,72,47,60,53,57,5,0,0.04,29.07,29.83,9.3,14,9.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-10-18,78,59,69,56,61,0,4,0.3,28.59,29.34,17.2,19,18.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-19,60,52,56,48,52,9,0,0.01,28.75,29.44,16.2,24,16.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-20,73,47,60,43,52,5,0,0.0,29.02,29.71,10.9,21,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-21,80,60,70,47,57,0,5,0.0,29.08,29.78,18.0,20,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-22,67,46,57,47,50,8,0,0.16,29.26,29.97,5.2,36,9.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-23,58,43,51,36,44,14,0,0.0,29.2,29.93,5.2,31,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-24,55,43,49,35,42,16,0,0.0,29.46,30.16,13.3,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-25,55,45,50,39,46,15,0,0.0,29.47,30.2,13.9,6,14.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-26,65,53,59,48,52,6,0,0.33,29.31,30.07,6.2,5,6.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-27,55,37,46,38,45,19,0,0.01,29.56,30.25,9.4,32,9.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-10-28,56,34,45,30,39,20,0,0.0,29.79,30.52,3.4,23,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-29,61,39,50,32,42,15,0,0.0,29.63,30.4,10.2,22,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-30,66,41,54,38,46,11,0,0.0,29.43,30.2,12.2,20,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
